scorer,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img4613.png,387.3972859475855,263.47635897037094,265.75485652072484,450.24049303989426,238.72320553697796,410.9217279726262,539.7575005832493,259.79022474531456,489.380332840812,202.04078855276452,360.3656349638386,183.6101174274827,258.3825880706121,257.3328019286103,209.23413173652693,334.7416206547943,415.65764833968444,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img4665.png,489.380332840812,259.79022474531456,343.16367524690884,289.2792985457656,298.9300645462323,262.2476475620188,554.5020374834749,284.3644529123571,532.3852321331365,221.7001710863986,441.46058791507903,145.52006376856673,338.24882961350033,176.23784897736994,248.55289680379497,226.6150167198071,414.42893693133226,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img4665.png,489.380332840812,259.79022474531456,343.16367524690884,289.2792985457656,298.9300645462323,262.2476475620188,554.5020374834749,284.3644529123571,532.3852321331365,221.7001710863986,441.46058791507903,145.52006376856673,338.24882961350033,176.23784897736994,248.55289680379497,226.6150167198071,414.42893693133226,424.43755346449956
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img5176.png,407.8119201660156,258.90399169921875,320.41412353515625,385.388427734375,271.9193420410156,394.259765625,525.6371126709649,249.83585346333763,469.6741027832031,196.7814483642578,340.3918151855469,200.60108947753906,242.6182403564453,298.21429443359375,220.08248901367188,380.8086853027344,414.16595458984375,418.4919738769531
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img5176.png,407.8119201660156,258.90399169921875,320.41412353515625,385.388427734375,271.9193420410156,394.259765625,525.6371126709649,249.83585346333763,469.6741027832031,196.7814483642578,340.3918151855469,200.60108947753906,242.6182403564453,298.21429443359375,220.08248901367188,380.8086853027344,414.16595458984375,418.4919738769531
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img6374.png,447.1514873568419,250.66868568644088,387.68743896484375,275.99530029296875,337.0798645019531,260.566162109375,560.2238412737355,315.97672495822326,522.5269775390625,215.11207580566406,428.24652099609375,135.74087524414062,318.6893615722656,180.448974609375,249.64630126953125,231.85812377929688,414.53802490234375,421.57611083984375
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img6374.png,447.1514873568419,250.66868568644088,387.68743896484375,275.99530029296875,337.0798645019531,260.566162109375,560.2238412737355,315.97672495822326,522.5269775390625,215.11207580566406,428.24652099609375,135.74087524414062,318.6893615722656,180.448974609375,249.64630126953125,231.85812377929688,414.53802490234375,421.57611083984375
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img6718.png,405.3102111816406,254.55459594726562,381.171875,280.29937744140625,330.18438720703125,267.2947998046875,547.9185204206669,296.54599469875563,507.0681457519531,208.03005981445312,404.3751220703125,138.22935485839844,307.6846618652344,190.20758056640625,238.51309204101562,242.22459411621094,414.4740905761719,421.1474609375
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img6718.png,405.3102111816406,254.55459594726562,381.171875,280.29937744140625,330.18438720703125,267.2947998046875,547.9185204206669,296.54599469875563,507.0681457519531,208.03005981445312,404.3751220703125,138.22935485839844,307.6846618652344,190.20758056640625,238.51309204101562,242.22459411621094,414.4740905761719,421.1474609375
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img7244.png,394.38250732421875,255.10899353027344,374.6558889508739,286.4410348772511,326.1692810058594,271.24066162109375,566.8023578404398,302.852475219793,513.6013793945312,220.35943603515625,410.5743408203125,145.21141052246094,306.74847412109375,193.56082153320312,236.62420654296875,252.66773986816406,415.0373229980469,420.7951354980469
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img7244.png,394.38250732421875,255.10899353027344,374.6558889508739,286.4410348772511,326.1692810058594,271.24066162109375,566.8023578404398,302.852475219793,513.6013793945312,220.35943603515625,410.5743408203125,145.21141052246094,306.74847412109375,193.56082153320312,236.62420654296875,252.66773986816406,415.0373229980469,420.7951354980469
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img7673.png,418.1150711563887,258.56151333696243,359.13692355548653,290.5080099541177,302.6161987712886,286.82187572906133,550.8159032584184,281.90703009565283,509.03971537444613,214.32790263628584,381.2537289058248,156.57846644373592,278.0419706042461,218.01403686134222,221.5212458200482,292.96543277082196,413.2002255229801,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img7673.png,418.1150711563887,258.56151333696243,359.13692355548653,290.5080099541177,302.6161987712886,286.82187572906133,550.8159032584184,281.90703009565283,509.03971537444613,214.32790263628584,381.2537289058248,156.57846644373592,278.0419706042461,218.01403686134222,221.5212458200482,292.96543277082196,413.2002255229801,421.9801306477953
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img7857.png,492.77825927734375,276.70245361328125,260.6791687011719,390.7743835449219,223.2247314453125,369.1872863769531,551.5433729945877,270.57140080918975,484.6389465332031,209.81979370117188,387.23406982421875,174.91531372070312,258.4117736816406,245.47329711914062,183.63465881347656,308.4722900390625,414.97918701171875,419.0744934082031
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img7857.png,492.77825927734375,276.70245361328125,260.6791687011719,390.7743835449219,223.2247314453125,369.1872863769531,551.5433729945877,270.57140080918975,484.6389465332031,209.81979370117188,387.23406982421875,174.91531372070312,258.4117736816406,245.47329711914062,183.63465881347656,308.4722900390625,414.97918701171875,419.0744934082031
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8002.png,390.9579772949219,261.0081632255034,300.7442626953125,321.699951171875,261.02593994140625,311.08343505859375,518.6891859828688,265.7720792411284,447.9601135253906,198.7216796875,325.4553527832031,160.3108673095703,238.35704040527344,225.79481506347656,205.8467254638672,299.2575378417969,414.8721008300781,418.4010009765625
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8002.png,390.9579772949219,261.0081632255034,300.7442626953125,321.699951171875,261.02593994140625,311.08343505859375,518.6891859828688,265.7720792411284,447.9601135253906,198.7216796875,325.4553527832031,160.3108673095703,238.35704040527344,225.79481506347656,205.8467254638672,299.2575378417969,414.8721008300781,418.4010009765625
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8626.png,419.34378256474076,264.70507037872306,253.46774243720347,436.7246675480208,210.462843144879,412.1504393809783,521.3268294579674,242.58826502838474,452.5189905902482,194.66852010265177,317.36073567151413,200.81207714441246,248.55289680379497,274.5347616455401,,,416.8863597480365,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8626.png,419.34378256474076,264.70507037872306,253.46774243720347,436.7246675480208,210.462843144879,412.1504393809783,521.3268294579674,242.58826502838474,452.5189905902482,194.66852010265177,317.36073567151413,200.81207714441246,248.55289680379497,274.5347616455401,,,416.8863597480365,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8737.png,328.2764892578125,300.495849609375,328.5755310058594,488.5227966308594,283.1902770996094,481.35540771484375,491.71700017442413,234.31581115722656,402.96234130859375,207.57937622070312,285.5155334472656,227.16371154785156,219.41989135742188,349.637939453125,241.9464111328125,442.9508972167969,415.7729797363281,420.2402038574219
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8737.png,328.2764892578125,300.495849609375,328.5755310058594,488.5227966308594,283.1902770996094,481.35540771484375,491.71700017442413,234.31581115722656,402.96234130859375,207.57937622070312,285.5155334472656,227.16371154785156,219.41989135742188,349.637939453125,241.9464111328125,442.9508972167969,415.7729797363281,420.2402038574219
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8771.png,365.4313049316406,293.6700439453125,,,353.67587515699495,540.2097954818663,407.0474853515625,226.7872772216797,308.4186706542969,250.90750122070312,225.8064422607422,367.31610107421875,274.0252380371094,500.63250732421875,,,416.41656494140625,419.691162109375
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8771.png,365.4313049316406,293.6700439453125,,,353.67587515699495,540.2097954818663,407.0474853515625,226.7872772216797,308.4186706542969,250.90750122070312,225.8064422607422,367.31610107421875,274.0252380371094,500.63250732421875,,,416.41656494140625,419.691162109375
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8841.png,352.99336651372585,446.5543588148379,,,,,270.66970215413335,359.3158488218368,221.5212458200482,460.07018430671127,284.1855276460067,544.8512714830081,,,,,416.8863597480365,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8841.png,352.99336651372585,446.5543588148379,,,,,270.66970215413335,359.3158488218368,221.5212458200482,460.07018430671127,284.1855276460067,544.8512714830081,,,,,416.8863597480365,423.20884205614743
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8915.png,470.3855487584085,439.76199576246375,,,,,510.9693707629955,390.6662354042486,392.5850266811775,406.72033972161324,298.72245530483656,451.7783400531653,285.8538818359375,564.9121704101562,,,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8915.png,470.3855487584085,439.76199576246375,,,,,510.9693707629955,390.6662354042486,392.5850266811775,406.72033972161324,298.72245530483656,451.7783400531653,285.8538818359375,564.9121704101562,,,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8953.png,405.2433776855469,465.50439453125,324.8480224609375,539.8228149414062,290.7745056152344,522.1339111328125,601.0310819266753,474.79814125284713,540.6390380859375,412.52886962890625,413.62054443359375,346.6907958984375,275.66058349609375,420.5970764160156,192.0037384033203,462.6182861328125,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img8953.png,405.2433776855469,465.50439453125,324.8480224609375,539.8228149414062,290.7745056152344,522.1339111328125,601.0310819266753,474.79814125284713,540.6390380859375,412.52886962890625,413.62054443359375,346.6907958984375,275.66058349609375,420.5970764160156,192.0037384033203,462.6182861328125,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9087.png,430.40218523990995,464.9850299401198,,,325.9617155299791,520.2770433159656,,,580.3049770588696,375.28909713041446,436.5457422816705,335.97033206314643,319.8181584882184,402.3207481141613,237.4944941286259,466.2137413484719,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9087.png,430.40218523990995,464.9850299401198,,,325.9617155299791,520.2770433159656,,,580.3049770588696,375.28909713041446,436.5457422816705,335.97033206314643,319.8181584882184,402.3207481141613,237.4944941286259,466.2137413484719,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9158.png,429.4383746861429,459.7156602085374,353.95379638671875,536.3903198242188,322.5340881347656,525.9159545898438,,,566.361328125,360.7100524902344,433.86785888671875,332.2976989746094,301.7344055175781,418.84625244140625,234.51959228515625,480.7297668457031,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9158.png,429.4383746861429,459.7156602085374,353.95379638671875,536.3903198242188,322.5340881347656,525.9159545898438,,,566.361328125,360.7100524902344,433.86785888671875,332.2976989746094,301.7344055175781,418.84625244140625,234.51959228515625,480.7297668457031,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9175.png,430.5012512207031,465.4242248535156,354.8551330566406,539.3951416015625,327.19049072265625,531.1770629882812,,,529.0401531634504,296.97079938625563,416.8792724609375,336.5455627441406,290.2055358886719,427.3317565917969,236.14244079589844,499.62957763671875,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9175.png,430.5012512207031,465.4242248535156,354.8551330566406,539.3951416015625,327.19049072265625,531.1770629882812,,,529.0401531634504,296.97079938625563,416.8792724609375,336.5455627441406,290.2055358886719,427.3317565917969,236.14244079589844,499.62957763671875,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9204.png,435.31703087331846,466.2137413484719,,,335.7914067967961,537.4790030328952,,,512.7258495995025,256.1040905202582,402.1418228478109,339.6564662882028,295.24393032117587,435.4959561396687,242.4093397620344,515.3621976825569,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9204.png,435.31703087331846,466.2137413484719,,,335.7914067967961,537.4790030328952,,,512.7258495995025,256.1040905202582,402.1418228478109,339.6564662882028,295.24393032117587,435.4959561396687,242.4093397620344,515.3621976825569,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9296.png,,,,,332.10527257173965,548.5374057080644,,,491.83775565751625,238.90213080332836,388.62599735593756,339.6564662882028,286.6429504627109,445.32564740648576,264.52614511237266,533.7928688078389,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9296.png,,,,,332.10527257173965,548.5374057080644,,,491.83775565751625,238.90213080332836,388.62599735593756,339.6564662882028,286.6429504627109,445.32564740648576,264.52614511237266,533.7928688078389,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9364.png,,,354.22207792207803,530.1067345827826,321.04686989657057,498.1602379656272,,,561.8743059335876,460.07018430671127,463.5773932654174,369.14554008865383,317.36073567151413,371.6029629053581,215.3776887782875,386.34749980558365,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9364.png,,,354.22207792207803,530.1067345827826,321.04686989657057,498.1602379656272,,,561.8743059335876,460.07018430671127,463.5773932654174,369.14554008865383,317.36073567151413,371.6029629053581,215.3776887782875,386.34749980558365,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9404.png,,,351.7575378417969,523.7235717773438,321.85107421875,494.4104309082031,,,540.4849853515625,496.0744934082031,465.2723388671875,380.0675354003906,311.4593505859375,361.8387451171875,214.47838839287624,369.696454328274,,
labeled-data\AG6982_3_20210522_100fps_eRAMP_R\img9404.png,,,351.7575378417969,523.7235717773438,321.85107421875,494.4104309082031,,,540.4849853515625,496.0744934082031,465.2723388671875,380.0675354003906,311.4593505859375,361.8387451171875,214.47838839287624,369.696454328274,,
labeled-data\AG6982_4_20210608_100fps_dRAMP_L_flipped\img0035.png,,,424.6650719343388,302.24784312228576,,,,,,,467.33993195408345,163.15337238390384,516.3761367542728,220.23024435004027,553.1938037298287,350.8503065197508,417.94189453125,420.0373840332031
labeled-data\AG6982_4_20210608_100fps_dRAMP_L_flipped\img0047.png,,,410.6389362095804,292.19930794847375,,,,,,,430.8305588023678,146.22209652216088,500.71020000412375,219.84398829887846,544.6638183593751,334.1756361781814,417.9226379394531,420.1756286621094
labeled-data\AG6982_4_20210608_100fps_dRAMP_L_flipped\img0135.png,453.02899694884036,259.13285089913006,,,,,517.5414428710938,578.3767700195312,470.1312101005034,153.53113331814393,378.9205294190118,143.01228051764463,315.7502746582031,238.9951629638672,373.4193115234375,345.94818115234375,413.88511779818396,419.7384985871778
labeled-data\AG6982_4_20210608_100fps_dRAMP_L_flipped\img0510.png,500.1454772949219,281.8717346191406,311.8226536327053,307.93178013693324,275.81501115170033,294.8895394431449,565.2405744287646,285.78949129894823,537.948974609375,220.01661682128906,427.25458634701283,157.75071061984914,314.4932861328125,211.44725036621094,256.66693115234375,292.6941572029526,413.6600191475435,420.3978271484375
